id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-1293005,2025-01-02,000001,Vente,171162,5,B,CITE POPINCOURT,7624,75011,75111,Paris 11e Arrondissement,75,,,75111000BA0013,,,8,15.17,,,,,,,,,1,2,Appartement,10,1,,,,,,2.374846,48.86249
2025-1293006,2025-01-02,000001,Vente,380000,10,,RUE PETION,7312,75011,75111,Paris 11e Arrondissement,75,,,75111000BO0033,,,14,41.22,,,,,,,,,1,2,Appartement,42,2,,,,,,2.381864,48.858731
2025-1293007,2025-01-03,000001,Vente,766700,32,,BD DU TEMPLE,9190,75011,75111,Paris 11e Arrondissement,75,,,75111000AN0018,,,32,71.05,,,,,,,,,1,2,Appartement,70,3,,,,,,2.366026,48.865197
2025-1293017,2025-01-02,000001,Vente,184000,145,,RUE DE CHARONNE,1888,75011,75111,Paris 11e Arrondissement,75,,,75111000BS0062,,,15,,31,,,,,,,,2,2,Appartement,21,1,,,,,,2.388058,48.855392
2025-1293020,2025-01-07,000001,Vente,205000,7,,RUE DU MORVAN,6570,75011,75111,Paris 11e Arrondissement,75,,,75111000BM0051,,,119,24.04,,,,,,,,,1,2,Appartement,26,1,,,,,,2.3813,48.860108
2025-1293020,2025-01-07,000001,Vente,205000,7,,RUE DU MORVAN,6570,75011,75111,Paris 11e Arrondissement,75,,,75111000BM0051,,,119,24.04,,,,,,,,,1,3,Dépendance,,0,,,,,,2.3813,48.860108
2025-1293024,2025-01-07,000001,Vente,17000,151,,RUE OBERKAMPF,6858,75011,75111,Paris 11e Arrondissement,75,,,75111000AI0042,,,7112,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.381355,48.867322
2025-1293031,2025-01-07,000001,Vente,843800,138,,RUE AMELOT,0272,75011,75111,Paris 11e Arrondissement,75,,,75111000AN0029,,,61,,64,,8,,,,,,3,3,Dépendance,,0,,,,,,2.366675,48.865105
2025-1293031,2025-01-07,000001,Vente,843800,138,,RUE AMELOT,0272,75011,75111,Paris 11e Arrondissement,75,,,75111000AN0029,,,61,,64,,8,,,,,,3,2,Appartement,98,5,,,,,,2.366675,48.865105
2025-1293041,2025-01-09,000001,Vente,825700,28,,RUE BASFROI,0701,75011,75111,Paris 11e Arrondissement,75,,,75111000BX0119,,,349,80.81,531,,,,,,,,2,2,Appartement,80,3,,,,,,2.379595,48.85543
