id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-1293001,2025-01-07,000001,Vente,545000,6,,RUE EMILE DUBOIS,3225,75014,75114,Paris 14e Arrondissement,75,,,75114000BP0024,,,212,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.337931,48.831828
2025-1293001,2025-01-07,000001,Vente,545000,6,,RUE EMILE DUBOIS,3225,75014,75114,Paris 14e Arrondissement,75,,,75114000BP0024,,,136,,552,57.35,,,,,,,2,3,Dépendance,,0,,,,,,2.337931,48.831828
2025-1293001,2025-01-07,000001,Vente,545000,6,,RUE EMILE DUBOIS,3225,75014,75114,Paris 14e Arrondissement,75,,,75114000BP0024,,,136,,552,57.35,,,,,,,2,2,Appartement,61,2,,,,,,2.337931,48.831828
2025-1293002,2025-01-07,000001,Vente,430000,187,,AV DU MAINE,5922,75014,75114,Paris 14e Arrondissement,75,,,75114000CK0086,,,24,,25,,9,,,,,,3,2,Appartement,46,3,,,,,,2.326275,48.830644
2025-1293002,2025-01-07,000001,Vente,430000,187,,AV DU MAINE,5922,75014,75114,Paris 14e Arrondissement,75,,,75114000CK0086,,,24,,25,,9,,,,,,3,3,Dépendance,,0,,,,,,2.326275,48.830644
2025-1293015,2025-01-08,000001,Vente,322000,6,,RUE LOUIS MORARD,5798,75014,75114,Paris 14e Arrondissement,75,,,75114000CS0084,,,12,41.59,,,,,,,,,1,2,Appartement,48,3,,,,,,2.32139,48.828597
2025-1293015,2025-01-08,000001,Vente,322000,6,,RUE LOUIS MORARD,5798,75014,75114,Paris 14e Arrondissement,75,,,75114000CS0084,,,12,41.59,,,,,,,,,1,3,Dépendance,,0,,,,,,2.32139,48.828597
2025-1293023,2025-01-08,000001,Vente,406000,41,,RUE DAREAU,2572,75014,75114,Paris 14e Arrondissement,75,,,75114000BO0017,,,39,,44,43.06,,,,,,,2,3,Dépendance,,0,,,,,,2.3354,48.83027
2025-1293023,2025-01-08,000001,Vente,406000,41,,RUE DAREAU,2572,75014,75114,Paris 14e Arrondissement,75,,,75114000BO0017,,,39,,44,43.06,,,,,,,2,2,Appartement,49,3,,,,,,2.3354,48.83027
2025-1293039,2025-01-08,000001,Vente,212560,76,B,RUE DES PLANTES,7518,75014,75114,Paris 14e Arrondissement,75,,,75114000CX0044,,,301,24.5,68,,,,,,,,2,2,Appartement,24,1,,,,,,2.318376,48.825436
2025-1293039,2025-01-08,000001,Vente,212560,76,B,RUE DES PLANTES,7518,75014,75114,Paris 14e Arrondissement,75,,,75114000CX0044,,,301,24.5,68,,,,,,,,2,3,Dépendance,,0,,,,,,2.318376,48.825436
2025-1293040,2025-01-09,000001,Vente,180000,38,,RUE REMY DUMONCEL,8126,75014,75114,Paris 14e Arrondissement,75,,,75114000BR0078,,,20,14.46,,,,,,,,,1,2,Appartement,26,2,,,,,,2.330516,48.829827
2025-1293040,2025-01-09,000001,Vente,180000,38,,RUE REMY DUMONCEL,8126,75014,75114,Paris 14e Arrondissement,75,,,75114000BR0078,,,20,14.46,,,,,,,,,1,2,Appartement,15,1,,,,,,2.330516,48.829827
2025-1293042,2025-01-06,000001,Vente,665000,48,,AV DU GENERAL LECLERC,4063,75014,75114,Paris 14e Arrondissement,75,,,75114000CK0059,,,14,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.328757,48.830661
2025-1293042,2025-01-06,000001,Vente,665000,48,,AV DU GENERAL LECLERC,4063,75014,75114,Paris 14e Arrondissement,75,,,75114000CK0059,,,6,74.9,,,,,,,,,1,2,Appartement,80,3,,,,,,2.328757,48.830661
2025-1293050,2025-01-10,000001,Vente,490000,191,,RUE D ALESIA,0143,75014,75114,Paris 14e Arrondissement,75,,,75114000CV0026,,,223,60.6,224,,,,,,,,2,3,Dépendance,,0,,,,,,2.315939,48.830913
2025-1293050,2025-01-10,000001,Vente,490000,191,,RUE D ALESIA,0143,75014,75114,Paris 14e Arrondissement,75,,,75114000CV0026,,,668,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.315939,48.830913
2025-1293050,2025-01-10,000001,Vente,490000,191,,RUE D ALESIA,0143,75014,75114,Paris 14e Arrondissement,75,,,75114000CV0026,,,223,60.6,224,,,,,,,,2,2,Appartement,67,3,,,,,,2.315939,48.830913
2025-1293056,2025-01-10,000001,Vente,142000,57,,RUE DAGUERRE,2513,75014,75114,Paris 14e Arrondissement,75,,,75114000CN0028,,,141,,,,,,,,,,1,2,Appartement,14,1,,,,,,2.326446,48.834833
2025-1293057,2025-01-03,000001,Vente,360000,191,,RUE D ALESIA,0143,75014,75114,Paris 14e Arrondissement,75,,,75114000CV0026,,,543,69.01,544,,,,,,,,2,2,Appartement,68,3,,,,,,2.315939,48.830913
2025-1293057,2025-01-03,000001,Vente,360000,191,,RUE D ALESIA,0143,75014,75114,Paris 14e Arrondissement,75,,,75114000CV0026,,,543,69.01,544,,,,,,,,2,3,Dépendance,,0,,,,,,2.315939,48.830913
2025-1293057,2025-01-03,000001,Vente,360000,191,,RUE D ALESIA,0143,75014,75114,Paris 14e Arrondissement,75,,,75114000CV0026,,,983,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.315939,48.830913
2025-1293064,2025-01-09,000001,Vente,481000,12,,RUE BOYER BARRET,1242,75014,75114,Paris 14e Arrondissement,75,,,75114000CQ0092,,,10,50.54,,,,,,,,,1,2,Appartement,46,2,,,,,,2.317711,48.832619
2025-1293064,2025-01-09,000001,Vente,481000,12,,RUE BOYER BARRET,1242,75014,75114,Paris 14e Arrondissement,75,,,75114000CQ0092,,,14,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.317711,48.832619
2025-1293068,2025-01-09,000001,Vente,412000,31,,RUE DELAMBRE,2657,75014,75114,Paris 14e Arrondissement,75,,,75114000AG0051,,,58,30.5,,,,,,,,,1,2,Appartement,21,1,,,,,,2.326477,48.841215
2025-1293068,2025-01-09,000001,Vente,412000,31,,RUE DELAMBRE,2657,75014,75114,Paris 14e Arrondissement,75,,,75114000AG0051,,,52,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.326477,48.841215
2025-1293081,2025-01-09,000001,Vente,700000,25,,RUE DE COULMIERS,2375,75014,75114,Paris 14e Arrondissement,75,,,75114000CG0021,,,309,78.69,506,,,,,,,,2,3,Dépendance,,0,,,,,,2.322874,48.824851
2025-1293081,2025-01-09,000001,Vente,700000,25,,RUE DE COULMIERS,2375,75014,75114,Paris 14e Arrondissement,75,,,75114000CG0021,,,309,78.69,506,,,,,,,,2,2,Appartement,79,3,,,,,,2.322874,48.824851
2025-1293113,2025-01-09,000001,Vente,60000,68,,RUE DIDOT,2794,75014,75114,Paris 14e Arrondissement,75,,,75114000CU0028,,,61,5.52,,,,,,,,,1,2,Appartement,12,0,,,,,,2.316941,48.829262
2025-1293118,2025-01-10,000001,Vente,2231150,7,,RUE DU COMMANDEUR,2241,75014,75114,Paris 14e Arrondissement,75,,,75114000BS0054,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,35,0,S,sols,,,103,2.331838,48.828429
2025-1293118,2025-01-10,000001,Vente,2231150,7,,RUE DU COMMANDEUR,2241,75014,75114,Paris 14e Arrondissement,75,,,75114000BS0054,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,35,0,S,sols,,,103,2.331838,48.828429
2025-1293118,2025-01-10,000001,Vente,2231150,7,,RUE DU COMMANDEUR,2241,75014,75114,Paris 14e Arrondissement,75,,,75114000BS0054,,,,,,,,,,,,,0,1,Maison,205,6,S,sols,,,103,2.331838,48.828429
2025-1293122,2025-01-10,000001,Vente,440000,3,,RUE DE COULMIERS,2375,75014,75114,Paris 14e Arrondissement,75,,,75114000BX0017,,,52,46.77,85,,,,,,,,2,2,Appartement,52,3,,,,,,2.325139,48.824453
2025-1293122,2025-01-10,000001,Vente,440000,3,,RUE DE COULMIERS,2375,75014,75114,Paris 14e Arrondissement,75,,,75114000BX0017,,,52,46.77,85,,,,,,,,2,3,Dépendance,,0,,,,,,2.325139,48.824453
2025-1293126,2025-01-07,000001,Vente,531279,5,,VLA COEUR DE VEY,2173,75014,75114,Paris 14e Arrondissement,75,,,75114000CK0071,,,23,43.52,52,,,,,,,,2,3,Dépendance,,0,,,,,,2.327861,48.830141
2025-1293126,2025-01-07,000001,Vente,531279,5,,VLA COEUR DE VEY,2173,75014,75114,Paris 14e Arrondissement,75,,,75114000CK0071,,,23,43.52,52,,,,,,,,2,2,Appartement,42,2,,,,,,2.327861,48.830141
2025-1293128,2025-01-08,000001,Vente,17000,20,,BD JOURDAN,5037,75014,75114,Paris 14e Arrondissement,75,,,75114000AZ0016,,,51,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.341797,48.820013
2025-1293133,2025-01-09,000001,Vente,544900,32,,RUE RAYMOND LOSSERAND,8061,75014,75114,Paris 14e Arrondissement,75,,,75114000DQ0030,,,11,48.14,,,,,,,,,1,2,Appartement,49,2,,,,,,2.320363,48.835542
2025-1293133,2025-01-09,000001,Vente,544900,32,,RUE RAYMOND LOSSERAND,8061,75014,75114,Paris 14e Arrondissement,75,,,75114000DQ0030,,,11,48.14,,,,,,,,,1,3,Dépendance,,0,,,,,,2.320363,48.835542
2025-1293162,2025-01-07,000001,Vente,228000,20,,RUE EMILE DUBOIS,3225,75014,75114,Paris 14e Arrondissement,75,,,75114000BP0027,,,1013,25.44,1159,,,,,,,,2,3,Dépendance,,0,,,,,,2.33636,48.832073
2025-1293162,2025-01-07,000001,Vente,228000,20,,RUE EMILE DUBOIS,3225,75014,75114,Paris 14e Arrondissement,75,,,75114000BP0027,,,1013,25.44,1159,,,,,,,,2,2,Appartement,26,1,,,,,,2.33636,48.832073
2025-1293177,2025-01-13,000001,Vente,328500,22,,BD EDGAR QUINET,3116,75014,75114,Paris 14e Arrondissement,75,,,75114000AF0023,,,40,,55,,,,,,,,2,3,Dépendance,,0,,,,,,2.328731,48.84033
2025-1293177,2025-01-13,000001,Vente,328500,22,,BD EDGAR QUINET,3116,75014,75114,Paris 14e Arrondissement,75,,,75114000AF0023,,,40,,55,,,,,,,,2,2,Appartement,39,2,,,,,,2.328731,48.84033
2025-1293193,2025-01-06,000001,Vente,278000,63,,RUE DIDOT,2794,75014,75114,Paris 14e Arrondissement,75,,,75114000CS0006,,,4,29.6,,,,,,,,,1,2,Appartement,26,2,,,,,,2.318958,48.830153
2025-1293195,2025-01-08,000001,Vente,496700,203,,RUE D ALESIA,0143,75014,75114,Paris 14e Arrondissement,75,,,75114000CV0025,,,1093,52.59,1232,,,,,,,,2,2,Appartement,52,2,,,,,,2.314737,48.831418
2025-1293195,2025-01-08,000001,Vente,496700,203,,RUE D ALESIA,0143,75014,75114,Paris 14e Arrondissement,75,,,75114000CV0025,,,1093,52.59,1232,,,,,,,,2,3,Dépendance,,0,,,,,,2.314737,48.831418
2025-1293195,2025-01-08,000001,Vente,496700,203,,RUE D ALESIA,0143,75014,75114,Paris 14e Arrondissement,75,,,75114000CV0025,,,1093,52.59,1232,,,,,,,,2,3,Dépendance,,0,,,,,,2.314737,48.831418
2025-1293210,2025-01-13,000001,Vente,375000,65,,RUE DIDOT,2794,75014,75114,Paris 14e Arrondissement,75,,,75114000CS0005,,,5,42.34,,,,,,,,,1,2,Appartement,42,2,,,,,,2.318855,48.830047
2025-1293210,2025-01-13,000001,Vente,375000,65,,RUE DIDOT,2794,75014,75114,Paris 14e Arrondissement,75,,,75114000CS0005,,,39,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.318855,48.830047
2025-1293225,2025-01-14,000001,Vente,97000,68,,AV JEAN MOULIN,4928,75014,75114,Paris 14e Arrondissement,75,,,75114000CG0012,,,101,13.58,,,,,,,,,1,3,Dépendance,,0,,,,,,2.320316,48.825225
2025-1293260,2025-01-17,000001,Vente,1005950,27,,RUE BENARD,0858,75014,75114,Paris 14e Arrondissement,75,,,75114000CR0065,,,36,105.14,,,,,,,,,1,1,Maison,105,5,,,,,,2.322269,48.831481
2025-1293267,2025-01-08,000001,Vente,365000,101,,AV DU GENERAL LECLERC,4063,75014,75114,Paris 14e Arrondissement,75,,,75114000BW0033,,,357,,,,,,,,,,1,2,Appartement,40,2,,,,,,2.326892,48.825672
2025-1293267,2025-01-08,000001,Vente,365000,101,,AV DU GENERAL LECLERC,4063,75014,75114,Paris 14e Arrondissement,75,,,75114000BW0033,,,98,40.3,,,,,,,,,1,2,Appartement,40,2,,,,,,2.326892,48.825672
2025-1293267,2025-01-08,000001,Vente,365000,101,,AV DU GENERAL LECLERC,4063,75014,75114,Paris 14e Arrondissement,75,,,75114000BW0033,,,357,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.326892,48.825672
2025-1293267,2025-01-08,000001,Vente,365000,101,,AV DU GENERAL LECLERC,4063,75014,75114,Paris 14e Arrondissement,75,,,75114000BW0033,,,98,40.3,,,,,,,,,1,3,Dépendance,,0,,,,,,2.326892,48.825672
2025-1293267,2025-01-08,000001,Vente,365000,48,,RUE SARRETTE,8826,75014,75114,Paris 14e Arrondissement,75,,,75114000BW0033,,,224,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.326892,48.825672
2025-1293270,2025-01-15,000001,Vente,320000,83,,RUE DE L OUEST,6978,75014,75114,Paris 14e Arrondissement,75,,,75114000DO0153,,,52,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.317642,48.834867
2025-1293270,2025-01-15,000001,Vente,320000,83,,RUE DE L OUEST,6978,75014,75114,Paris 14e Arrondissement,75,,,75114000DO0153,,,6,45.73,,,,,,,,,1,2,Appartement,47,2,,,,,,2.317642,48.834867
2025-1293277,2025-01-02,000001,Vente,990000,12,,RUE VICTOR CONSIDERANT,9749,75014,75114,Paris 14e Arrondissement,75,,,75114000AO0007,,,93,78.9,,,,,,,,,1,2,Appartement,62,2,,,,,,2.330664,48.835689
2025-1293277,2025-01-02,000001,Vente,990000,12,,RUE VICTOR CONSIDERANT,9749,75014,75114,Paris 14e Arrondissement,75,,,75114000AO0007,,,93,78.9,,,,,,,,,1,3,Dépendance,,0,,,,,,2.330664,48.835689
2025-1293286,2025-01-14,000001,Vente,690000,17,,RUE DE LA CITE UNIVERSITAIRE,2057,75014,75114,Paris 14e Arrondissement,75,,,75114000AZ0017,,,51,,8,69.59,,,,,,,2,2,Appartement,70,3,,,,,,2.341866,48.820188
2025-1293286,2025-01-14,000001,Vente,690000,17,,RUE DE LA CITE UNIVERSITAIRE,2057,75014,75114,Paris 14e Arrondissement,75,,,75114000AZ0017,,,51,,8,69.59,,,,,,,2,3,Dépendance,,0,,,,,,2.341866,48.820188
2025-1293286,2025-01-14,000001,Vente,690000,17,,RUE DE LA CITE UNIVERSITAIRE,2057,75014,75114,Paris 14e Arrondissement,75,,,75114000AZ0017,,,51,,8,69.59,,,,,,,2,3,Dépendance,,0,,,,,,2.341866,48.820188
2025-1293286,2025-01-14,000001,Vente,690000,17,,RUE DE LA CITE UNIVERSITAIRE,2057,75014,75114,Paris 14e Arrondissement,75,,,75114000AZ0017,,,32,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.341866,48.820188
2025-1293289,2025-01-16,000001,Vente,360000,19,,RUE DU DEPART,2707,75014,75114,Paris 14e Arrondissement,75,,,75114000AH0013,,,25,39.4,,,,,,,,,1,2,Appartement,35,2,,,,,,2.323871,48.84239
