id_mutation,date_mutation,valeur_fonciere,surface,pieces,adresse,numero,code_postal,n_rows,eur_per_m2
2024-1208875,2024-12-02,150000.0,16.0,1.0,RUE CHARLOT,33.0,75003.0,1,9375.0
2024-1208505,2024-12-03,298900.0,18.0,2.0,RUE VIEILLE DU TEMPLE,105.0,75003.0,1,16605.555555555555
2024-1208928,2024-12-03,322800.0,28.0,1.0,RUE DE TURENNE,134.0,75003.0,1,11528.57142857143
2024-1208818,2024-12-05,58000.0,8.0,1.0,RUE CHARLOT,69.0,75003.0,1,7250.0
2024-1208830,2024-12-05,462477.0,38.0,2.0,RUE DEBELLEYME,29.0,75003.0,1,12170.447368421053
2024-1209671,2024-12-05,267800.0,26.0,1.0,RUE SAINT GILLES,15.0,75003.0,1,10300.0
2024-1209108,2024-12-06,421156.0,36.0,2.0,RUE DE MONTMORENCY,38.0,75003.0,1,11698.777777777777
2024-1208832,2024-12-06,490000.0,36.0,1.0,RUE AU MAIRE,5.0,75003.0,1,13611.111111111111
2024-1208889,2024-12-06,178720.0,27.0,2.0,RUE NOTRE-DAME DE NAZARETH,47.0,75003.0,1,6619.259259259259
2024-1208824,2024-12-06,289780.0,29.0,1.0,RUE DES ARQUEBUSIERS,8.0,75003.0,1,9992.413793103447
2024-1208895,2024-12-06,760000.0,55.0,2.0,RUE DES ARCHIVES,82.0,75003.0,1,13818.181818181818
2024-1209541,2024-12-06,591960.0,68.0,2.0,RUE BERANGER,19.0,75003.0,1,8705.29411764706
2024-1209348,2024-12-09,280000.0,32.0,2.0,RUE DES GRAVILLIERS,10.0,75003.0,1,8750.0
2024-1209787,2024-12-12,105000.0,20.0,1.0,RUE DE TURENNE,124.0,75003.0,1,5250.0
2024-1209326,2024-12-16,106525.0,12.0,1.0,RUE CHARLOT,69.0,75003.0,1,8877.083333333334
2024-1210028,2024-12-17,100000.0,18.0,2.0,RUE DU VERTBOIS,11.0,75003.0,1,5555.555555555556
2024-1210193,2024-12-17,514570.0,50.0,1.0,RUE SAINT MARTIN,163.0,75003.0,1,10291.4
2024-1209934,2024-12-18,435000.0,42.0,2.0,RUE QUINCAMPOIX,101.0,75003.0,1,10357.142857142857
2024-1209604,2024-12-18,230000.0,27.0,2.0,RUE AUX OURS,23.0,75003.0,1,8518.518518518518
2024-1210211,2024-12-19,261800.0,24.0,1.0,RUE BERANGER,19.0,75003.0,1,10908.333333333334
2024-1209870,2024-12-19,283810.0,34.0,1.0,RUE SAINT MARTIN,341.0,75003.0,1,8347.35294117647
2024-1210146,2024-12-19,507000.0,40.0,2.0,RUE DE MONTMORENCY,36.0,75003.0,1,12675.0
2024-1209830,2024-12-20,481360.0,41.0,2.0,BD SAINT MARTIN,19.0,75003.0,1,11740.487804878048
2024-1210305,2024-12-20,480000.0,38.0,2.0,RUE CHARLOT,18.0,75003.0,1,12631.578947368422
2024-1209868,2024-12-23,137090.0,11.0,1.0,RUE CAFFARELLI,12.0,75003.0,1,12462.727272727272
2024-1210406,2024-12-23,320000.0,34.0,2.0,RUE PASTOURELLE,42.0,75003.0,1,9411.764705882353
2024-1209761,2024-12-24,135000.0,9.0,1.0,RUE NOTRE-DAME DE NAZARETH,50.0,75003.0,1,15000.0
2024-1210436,2024-12-27,255000.0,23.0,2.0,RUE CHARLOT,31.0,75003.0,1,11086.95652173913
2024-1210080,2024-12-27,175000.0,14.0,1.0,RUE CHAPON,16.0,75003.0,1,12500.0
2024-1209805,2024-12-30,977500.0,56.0,2.0,RUE ELZEVIR,4.0,75003.0,1,17455.35714285714
2024-1210207,2024-12-30,415000.0,43.0,2.0,RUE DES VERTUS,16.0,75003.0,1,9651.162790697674
2024-1210369,2024-12-30,195400.0,15.0,1.0,RUE BARBETTE,9.0,75003.0,1,13026.666666666666
2025-1273466,2025-01-03,153390.0,13.0,1.0,RUE REAUMUR,6.0,75003.0,1,11799.23076923077
2025-1273589,2025-01-03,560000.0,41.0,1.0,RUE BEAUBOURG,78.0,75003.0,1,13658.536585365853
2025-1273710,2025-01-06,350000.0,40.0,1.0,RUE DU PERCHE,3.0,75003.0,1,8750.0
2025-1273611,2025-01-06,535000.0,50.0,2.0,RUE BERANGER,19.0,75003.0,1,10700.0
2025-1273266,2025-01-07,760000.0,70.0,3.0,RUE DE BEAUCE,18.0,75003.0,1,10857.142857142857
2025-1273289,2025-01-08,400000.0,32.0,1.0,RUE DES ARCHIVES,75.0,75003.0,1,12500.0
2025-1273505,2025-01-08,871140.0,112.0,3.0,RUE DES FONTAINES DU TEMPLE,5.0,75003.0,1,7778.035714285715
2025-1273658,2025-01-08,313000.0,26.0,2.0,RUE CHARLES-FRANCOIS DUPUIS,5.0,75003.0,1,12038.461538461539
2025-1273676,2025-01-10,185000.0,19.0,1.0,BD SAINT MARTIN,53.0,75003.0,1,9736.842105263158
2025-1273980,2025-01-10,208000.0,16.0,1.0,RUE DE TURENNE,104.0,75003.0,1,13000.0
2025-1274207,2025-01-13,298000.0,26.0,1.0,RUE DE MONTMORENCY,31.0,75003.0,1,11461.538461538461
2025-1273555,2025-01-14,200000.0,18.0,1.0,RUE SAINT MARTIN,183.0,75003.0,1,11111.111111111111
2025-1273767,2025-01-15,45000.0,8.0,1.0,RUE NOTRE-DAME DE NAZARETH,52.0,75003.0,1,5625.0
2025-1274558,2025-01-15,255000.0,19.0,1.0,RUE DES TOURNELLES,31.0,75003.0,1,13421.052631578947
2025-1273668,2025-01-16,228000.0,16.0,1.0,RUE PASTOURELLE,16.0,75003.0,1,14250.0
2025-1273907,2025-01-16,177000.0,17.0,2.0,PAS SAINTE AVOIE,9.0,75003.0,1,10411.764705882353
2025-1273517,2025-01-17,730000.0,56.0,2.0,RUE BARBETTE,18.0,75003.0,1,13035.714285714286
2025-1273634,2025-01-20,382000.0,36.0,2.0,RUE VOLTA,45.0,75003.0,1,10611.111111111111
2025-1274538,2025-01-20,220000.0,24.0,2.0,RUE NOTRE-DAME DE NAZARETH,68.0,75003.0,1,9166.666666666666
2025-1274758,2025-01-20,180000.0,16.0,1.0,RUE CHARLOT,55.0,75003.0,1,11250.0
2025-1273793,2025-01-21,360000.0,40.0,2.0,BD BEAUMARCHAIS,109.0,75003.0,1,9000.0
2025-1273788,2025-01-22,770000.0,79.0,4.0,RUE DES VERTUS,6.0,75003.0,2,9746.835443037975
2025-1273603,2025-01-23,473820.0,55.0,2.0,RUE DE PICARDIE,7.0,75003.0,1,8614.90909090909
2025-1274114,2025-01-23,284870.0,22.0,1.0,RUE CHAPON,62.0,75003.0,1,12948.636363636364
2025-1274678,2025-01-24,1010000.0,113.0,4.0,BD BEAUMARCHAIS,55.0,75003.0,1,8938.053097345133
2025-1273994,2025-01-27,525200.0,40.0,2.0,RUE SAINT MARTIN,183.0,75003.0,1,13130.0
2025-1273819,2025-01-28,484880.0,39.0,2.0,RUE SAINTE ELISABETH,4.0,75003.0,1,12432.820512820514
2025-1274757,2025-01-29,315000.0,26.0,1.0,RUE SAINT GILLES,11.0,75003.0,1,12115.384615384615
2025-1275012,2025-01-30,204000.0,17.0,1.0,RUE CHAPON,42.0,75003.0,1,12000.0
2025-1274571,2025-01-30,187000.0,17.0,1.0,RUE REAUMUR,22.0,75003.0,1,11000.0
2025-1274168,2025-01-30,188314.2,12.0,1.0,RUE DU GRENIER SAINT LAZARE,6.0,75003.0,1,15692.85
2025-1274401,2025-01-30,206000.0,15.0,1.0,RUE CHARLOT,43.0,75003.0,1,13733.333333333334
2025-1274216,2025-01-31,823654.0,90.0,3.0,RUE DE TURBIGO,54.0,75003.0,1,9151.711111111112
2025-1274470,2025-01-31,1182200.0,111.0,4.0,RUE NOTRE-DAME DE NAZARETH,21.0,75003.0,1,10650.450450450451
2025-1274482,2025-01-31,174000.0,13.0,1.0,RUE CHARLOT,61.0,75003.0,1,13384.615384615385
2025-1274209,2025-01-31,227000.0,14.0,1.0,RUE VIEILLE DU TEMPLE,97.0,75003.0,1,16214.285714285714
2025-1274174,2025-02-03,485000.0,38.0,2.0,RUE SAINT CLAUDE,7.0,75003.0,1,12763.157894736842
2025-1274363,2025-02-04,380109.0,42.0,1.0,RUE AU MAIRE,23.0,75003.0,1,9050.214285714286
2025-1275159,2025-02-04,955550.0,60.0,4.0,RUE DE POITOU,46.0,75003.0,1,15925.833333333334
2025-1274642,2025-02-05,571000.0,50.0,3.0,RUE RAMBUTEAU,16.0,75003.0,1,11420.0
2025-1274469,2025-02-05,184000.0,9.0,1.0,RUE DES GRAVILLIERS,30.0,75003.0,1,20444.444444444445
2025-1275521,2025-02-05,360000.0,36.0,2.0,RUE DE POITOU,6.0,75003.0,1,10000.0
2025-1274437,2025-02-05,257150.0,26.0,2.0,RUE SAINT MARTIN,314.0,75003.0,1,9890.384615384615
2025-1274311,2025-02-06,225000.0,15.0,1.0,RUE SAINT MARTIN,203.0,75003.0,1,15000.0
2025-1275191,2025-02-07,305000.0,25.0,1.0,RUE PASTOURELLE,16.0,75003.0,1,12200.0
2025-1274775,2025-02-07,448000.0,43.0,2.0,RUE DE TURENNE,75.0,75003.0,1,10418.60465116279
2025-1274604,2025-02-07,1122100.0,77.0,2.0,RUE VIEILLE DU TEMPLE,75.0,75003.0,1,14572.727272727272
2025-1274504,2025-02-10,483500.0,39.0,2.0,RUE DE BRETAGNE,49.0,75003.0,1,12397.435897435897
2025-1274990,2025-02-10,831500.0,66.0,3.0,RUE DU TEMPLE,103.0,75003.0,1,12598.484848484848
2025-1275930,2025-02-11,405000.0,39.0,2.0,RUE DES ARQUEBUSIERS,10.0,75003.0,1,10384.615384615385
2025-1274811,2025-02-11,135000.0,14.0,1.0,RUE AU MAIRE,27.0,75003.0,1,9642.857142857143
2025-1274754,2025-02-12,220000.0,20.0,1.0,RUE DU TEMPLE,154.0,75003.0,1,11000.0
2025-1274494,2025-02-12,258000.0,25.0,1.0,RUE DES VERTUS,25.0,75003.0,1,10320.0
2025-1274503,2025-02-12,672500.0,49.0,2.0,RUE VIEILLE DU TEMPLE,133.0,75003.0,1,13724.489795918367
2025-1275293,2025-02-13,277000.0,20.0,2.0,RUE DU VERTBOIS,4.0,75003.0,1,13850.0
2025-1274747,2025-02-14,1140000.0,120.0,4.0,RUE DU VERTBOIS,9.0,75003.0,1,9500.0
2025-1274688,2025-02-17,633000.0,53.0,2.0,RUE DE TURENNE,45.0,75003.0,1,11943.396226415094
2025-1276157,2025-02-18,260000.0,20.0,2.0,RUE CHAPON,9.0,75003.0,1,13000.0
2025-1276172,2025-02-20,195000.0,15.0,1.0,RUE CHARLOT,20.0,75003.0,1,13000.0
2025-1275320,2025-02-20,546650.0,46.0,2.0,RUE CAFFARELLI,14.0,75003.0,1,11883.695652173914
2025-1276237,2025-02-21,90000.0,10.0,1.0,BD DE SEBASTOPOL,94.0,75003.0,1,9000.0
2025-1276003,2025-02-21,312010.0,28.0,1.0,RUE VOLTA,9.0,75003.0,1,11143.214285714286
2025-1275791,2025-02-26,953400.0,64.0,3.0,RUE DE TURBIGO,70.0,75003.0,1,14896.875
2025-1275948,2025-02-27,222000.0,30.0,1.0,BD DU TEMPLE,15.0,75003.0,1,7400.0
2025-1275762,2025-02-27,676003.6,110.0,4.0,RUE DE BRETAGNE,69.0,75003.0,1,6145.487272727272
2025-1275565,2025-02-27,235400.0,25.0,2.0,RUE NOTRE-DAME DE NAZARETH,46.0,75003.0,1,9416.0
2025-1276245,2025-02-27,373000.0,25.0,1.0,RUE DE SAINTONGE,13.0,75003.0,1,14920.0
2025-1276175,2025-02-28,200750.0,19.0,1.0,RUE DES FILLES DU CALVAIRE,21.0,75003.0,1,10565.78947368421
2025-1275587,2025-03-03,158000.0,15.0,1.0,RUE DES GRAVILLIERS,54.0,75003.0,1,10533.333333333334
2025-1275701,2025-03-04,1173600.0,91.0,3.0,RUE NOTRE-DAME DE NAZARETH,30.0,75003.0,1,12896.703296703297
2025-1277092,2025-03-06,210000.0,18.0,1.0,RUE DES GRAVILLIERS,44.0,75003.0,1,11666.666666666666
2025-1276549,2025-03-07,443000.0,37.0,2.0,RUE CHARLES-FRANCOIS DUPUIS,6.0,75003.0,2,11972.972972972973
2025-1276877,2025-03-10,2106400.0,170.0,3.0,RUE BERANGER,7.0,75003.0,1,12390.588235294117
2025-1276605,2025-03-11,2800000.0,130.0,3.0,RUE VIEILLE DU TEMPLE,110.0,75003.0,1,21538.46153846154
2025-1276878,2025-03-12,857000.0,76.0,3.0,RUE DE POITOU,15.0,75003.0,1,11276.315789473685
2025-1276230,2025-03-12,333390.0,31.0,2.0,RUE DES FONTAINES DU TEMPLE,6.0,75003.0,1,10754.516129032258
2025-1276989,2025-03-13,343000.0,24.0,2.0,RUE DE PICARDIE,22.0,75003.0,1,14291.666666666666
2025-1276271,2025-03-14,965000.0,76.0,2.0,RUE VIEILLE DU TEMPLE,110.0,75003.0,1,12697.368421052632
2025-1277336,2025-03-14,600000.0,99.0,4.0,RUE REAUMUR,36.0,75003.0,2,6060.606060606061
2025-1276454,2025-03-17,544750.0,40.0,2.0,RUE DU TEMPLE,185.0,75003.0,1,13618.75
2025-1276414,2025-03-18,221850.0,25.0,2.0,RUE BEAUBOURG,91.0,75003.0,1,8874.0
2025-1276439,2025-03-18,315000.0,30.0,1.0,RUE DES TOURNELLES,48.0,75003.0,1,10500.0
2025-1276401,2025-03-18,388000.0,53.0,2.0,RUE BEAUBOURG,78.0,75003.0,2,7320.754716981132
2025-1276375,2025-03-18,360270.0,24.0,0.0,RUE SAINT MARTIN,204.0,75003.0,1,15011.25
2025-1276829,2025-03-18,230000.0,18.0,1.0,RUE DE MONTMORENCY,6.0,75003.0,1,12777.777777777777
2025-1276868,2025-03-18,320000.0,30.0,2.0,RUE BERANGER,24.0,75003.0,1,10666.666666666666
2025-1276403,2025-03-18,614000.0,101.0,3.0,RUE BEAUBOURG,78.0,75003.0,3,6079.207920792079
2025-1276688,2025-03-19,40000.0,7.0,1.0,RUE COMMINES,12.0,75003.0,1,5714.285714285715
2025-1277578,2025-03-20,146000.0,18.0,1.0,RUE DU TEMPLE,81.0,75003.0,1,8111.111111111111
2025-1277167,2025-03-20,307000.0,33.0,2.0,RUE AU MAIRE,47.0,75003.0,1,9303.030303030304
2025-1276668,2025-03-20,950000.0,88.0,4.0,BD DU TEMPLE,25.0,75003.0,1,10795.454545454546
2025-1276980,2025-03-20,600000.0,48.0,2.0,RUE CHARLOT,49.0,75003.0,1,12500.0
2025-1278238,2025-03-21,542200.0,38.0,2.0,RUE NOTRE-DAME DE NAZARETH,76.0,75003.0,1,14268.421052631578
2025-1277458,2025-03-24,272170.0,17.0,1.0,RUE RAMBUTEAU,30.0,75003.0,1,16010.0
2025-1279006,2025-03-25,1247754.0,65.0,2.0,RUE DES FRANCS BOURGEOIS,10.0,75003.0,1,19196.215384615385
2025-1277127,2025-03-25,530000.0,27.0,1.0,RUE DU VERTBOIS,30.0,75003.0,1,19629.62962962963
2025-1277302,2025-03-25,390000.0,33.0,2.0,RUE SAINT MARTIN,197.0,75003.0,1,11818.181818181818
2025-1276919,2025-03-26,260000.0,28.0,1.0,RUE DE MONTMORENCY,19.0,75003.0,1,9285.714285714286
2025-1278245,2025-03-26,182525.0,16.0,1.0,RUE CHARLOT,59.0,75003.0,1,11407.8125
2025-1277546,2025-03-27,430000.0,38.0,2.0,RUE DU VERTBOIS,10.0,75003.0,1,11315.78947368421
2025-1277602,2025-03-27,850000.0,74.0,3.0,RUE BEAUBOURG,56.0,75003.0,1,11486.486486486487
2025-1277176,2025-03-27,1333000.0,94.0,3.0,RUE DE TURENNE,60.0,75003.0,1,14180.851063829787
2025-1277825,2025-03-28,795000.0,90.0,3.0,RUE DE SAINTONGE,4.0,75003.0,1,8833.333333333334
2025-1278341,2025-03-28,509314.06,31.0,2.0,RUE DU TEMPLE,151.0,75003.0,1,16429.485806451612
2025-1277378,2025-03-28,160000.0,16.0,1.0,RUE DU TEMPLE,167.0,75003.0,1,10000.0
2025-1278153,2025-03-28,435000.0,40.0,2.0,RUE CHAPON,6.0,75003.0,1,10875.0
2025-1278629,2025-03-31,171000.0,16.0,1.0,RUE NOTRE-DAME DE NAZARETH,62.0,75003.0,1,10687.5
2025-1278714,2025-03-31,930000.0,85.0,4.0,RUE SAINT MARTIN,197.0,75003.0,2,10941.176470588236
2025-1278872,2025-03-31,266000.0,21.0,1.0,RUE DU PONT AUX CHOUX,16.0,75003.0,1,12666.666666666666
2025-1277474,2025-03-31,1575000.0,117.0,4.0,RUE DES FILLES DU CALVAIRE,21.0,75003.0,1,13461.538461538461
2025-1277955,2025-03-31,300000.0,27.0,1.0,RUE DU FOIN,3.0,75003.0,1,11111.111111111111
2025-1277948,2025-03-31,928000.0,77.0,4.0,RUE DU TEMPLE,102.0,75003.0,1,12051.948051948051
2025-1277844,2025-03-31,650000.0,56.0,2.0,RUE DE TURENNE,106.0,75003.0,1,11607.142857142857
2025-1277819,2025-03-31,567000.0,50.0,2.0,RUE CHARLOT,77.0,75003.0,1,11340.0
2025-1278137,2025-03-31,340000.0,30.0,1.0,RUE DE BEARN,15.0,75003.0,1,11333.333333333334
2025-1278517,2025-03-31,265000.0,25.0,1.0,RUE CHAPON,28.0,75003.0,1,10600.0
2025-1278028,2025-04-03,260000.0,17.0,1.0,RUE AUX OURS,1.0,75003.0,1,15294.117647058823
2025-1278557,2025-04-04,1085000.0,118.0,5.0,RUE SAINTE APOLLINE,9.0,75003.0,1,9194.915254237289
2025-1278030,2025-04-08,120000.0,24.0,1.0,RUE CHARLES-FRANCOIS DUPUIS,5.0,75003.0,1,5000.0
2025-1278475,2025-04-08,250750.0,20.0,1.0,RUE CHARLOT,26.0,75003.0,1,12537.5
2025-1277731,2025-04-09,506000.0,51.0,2.0,RUE DES VERTUS,16.0,75003.0,1,9921.56862745098
2025-1278379,2025-04-09,770200.0,49.0,3.0,RUE DE PICARDIE,9.0,75003.0,1,15718.367346938776
2025-1279179,2025-04-10,178030.0,14.0,1.0,RUE CHARLOT,69.0,75003.0,1,12716.42857142857
2025-1278175,2025-04-14,503000.0,60.0,3.0,RUE NOTRE-DAME DE NAZARETH,49.0,75003.0,1,8383.333333333334
2025-1278443,2025-04-15,520000.0,25.0,1.0,RUE DE SAINTONGE,13.0,75003.0,1,20800.0
2025-1278788,2025-04-15,320000.0,29.0,2.0,RUE DU VERTBOIS,7.0,75003.0,1,11034.48275862069
2025-1278759,2025-04-16,300000.0,29.0,2.0,RUE DE TURENNE,112.0,75003.0,1,10344.827586206897
2025-1278469,2025-04-16,235000.0,21.0,1.0,RUE DU TEMPLE,149.0,75003.0,1,11190.47619047619
2025-1278890,2025-04-23,460000.0,24.0,1.0,RUE DES QUATRE FILS,22.0,75003.0,1,19166.666666666668
2025-1278927,2025-04-23,310000.0,22.0,1.0,RUE DE TURENNE,92.0,75003.0,1,14090.90909090909
2025-1279178,2025-04-25,410000.0,36.0,2.0,RUE DU TEMPLE,72.0,75003.0,1,11388.888888888889
2025-1279473,2025-04-28,351780.0,31.0,1.0,RUE AU MAIRE,18.0,75003.0,1,11347.741935483871
2025-1279391,2025-04-28,1050000.0,50.0,3.0,RUE DE BEAUCE,6.0,75003.0,1,21000.0
2025-1278910,2025-04-29,370200.0,34.0,1.0,RUE DE TURENNE,85.0,75003.0,1,10888.235294117647
2025-1279913,2025-04-29,446000.0,38.0,2.0,RUE DU TEMPLE,147.0,75003.0,1,11736.842105263158
2025-1279246,2025-04-29,606750.0,65.0,3.0,RUE NOTRE-DAME DE NAZARETH,45.0,75003.0,1,9334.615384615385
2025-1279326,2025-04-29,226250.0,17.0,1.0,RUE PASTOURELLE,44.0,75003.0,1,13308.823529411764
2025-1279982,2025-04-30,850000.0,72.0,5.0,RUE VIEILLE DU TEMPLE,104.0,75003.0,1,11805.555555555555
2025-1279922,2025-04-30,360150.0,39.0,2.0,RUE BERANGER,19.0,75003.0,1,9234.615384615385
2025-1279434,2025-04-30,87500.0,11.0,1.0,RUE SAINT GILLES,1.0,75003.0,1,7954.545454545455
2025-1279316,2025-05-05,210000.0,14.0,1.0,RUE GRENETA,9.0,75003.0,1,15000.0
