id_mutation,date_mutation,valeur_fonciere,surface,pieces,adresse,numero,code_postal,n_rows,eur_per_m2
2024-1195183,2024-02-23,367924.53,45.0,3.0,RUE REAUMUR,38.0,75003.0,1,8176.100666666667
2024-1195299,2024-02-23,314795.0,26.0,1.0,RUE DES GRAVILLIERS,33.0,75003.0,1,12107.5
2024-1195596,2024-02-23,112000.0,13.0,1.0,RUE MESLAY,15.0,75003.0,1,8615.384615384615
2024-1195914,2024-02-26,200000.0,26.0,2.0,RUE NOTRE-DAME DE NAZARETH,57.0,75003.0,1,7692.307692307692
2024-1195237,2024-02-26,284800.0,26.0,1.0,RUE DE MONTMORENCY,38.0,75003.0,1,10953.846153846154
2024-1195588,2024-02-26,397380.0,31.0,2.0,RUE BAILLY,7.0,75003.0,1,12818.709677419354
2024-1195500,2024-02-27,230000.0,18.0,1.0,RUE CHARLOT,47.0,75003.0,1,12777.777777777777
2024-1195514,2024-02-27,452500.0,40.0,2.0,RUE VOLTA,1.0,75003.0,1,11312.5
2024-1195569,2024-02-28,300000.0,23.0,1.0,RUE DU PAS DE LA MULE,8.0,75003.0,1,13043.478260869566
2024-1195675,2024-02-29,485000.0,39.0,2.0,RUE DU TEMPLE,129.0,75003.0,1,12435.897435897436
2024-1195229,2024-02-29,300000.0,25.0,1.0,RUE DU FOREZ,6.0,75003.0,1,12000.0
2024-1195388,2024-02-29,960000.0,85.0,5.0,RUE NOTRE-DAME DE NAZARETH,12.0,75003.0,1,11294.117647058823
2024-1195654,2024-03-01,259000.0,22.0,1.0,RUE MESLAY,48.0,75003.0,1,11772.727272727272
2024-1199318,2024-03-01,387000.0,31.0,2.0,RUE NOTRE-DAME DE NAZARETH,36.0,75003.0,1,12483.870967741936
2024-1196124,2024-03-04,435000.0,48.0,2.0,RUE DU PONT AUX CHOUX,6.0,75003.0,1,9062.5
2024-1195981,2024-03-05,314500.0,24.0,1.0,RUE CHARLOT,69.0,75003.0,1,13104.166666666666
2024-1195849,2024-03-06,284000.0,25.0,1.0,RUE SAINT MARTIN,314.0,75003.0,1,11360.0
2024-1195845,2024-03-07,1100000.0,180.0,6.0,IMP SAINT CLAUDE,4.0,75003.0,1,6111.111111111111
2024-1196341,2024-03-07,131950.0,12.0,1.0,RUE DE TURBIGO,87.0,75003.0,1,10995.833333333334
2024-1196193,2024-03-08,740000.0,50.0,2.0,RUE DES ARCHIVES,90.0,75003.0,1,14800.0
2024-1196229,2024-03-08,320500.0,30.0,2.0,RUE DES TOURNELLES,31.0,75003.0,1,10683.333333333334
2024-1196240,2024-03-08,950000.0,85.0,4.0,RUE DES ARCHIVES,80.0,75003.0,1,11176.470588235294
2024-1196465,2024-03-12,395000.0,42.0,1.0,RUE DE TURENNE,53.0,75003.0,1,9404.761904761905
2024-1196412,2024-03-13,179000.0,13.0,1.0,RUE NOTRE-DAME DE NAZARETH,65.0,75003.0,1,13769.23076923077
2024-1195982,2024-03-14,97000.0,11.0,1.0,RUE NOTRE-DAME DE NAZARETH,38.0,75003.0,1,8818.181818181818
2024-1195975,2024-03-15,333000.0,25.0,1.0,RUE BERANGER,4.0,75003.0,1,13320.0
2024-1196600,2024-03-18,231500.0,26.0,1.0,RUE DES VERTUS,24.0,75003.0,1,8903.846153846154
2024-1196634,2024-03-18,315000.0,29.0,1.0,RUE CHARLES-FRANCOIS DUPUIS,6.0,75003.0,1,10862.068965517241
2024-1196837,2024-03-18,2231760.0,225.0,6.0,RUE DE THORIGNY,16.0,75003.0,3,9918.933333333332
2024-1196738,2024-03-19,301000.0,31.0,2.0,RUE CHAPON,56.0,75003.0,1,9709.677419354839
2024-1196569,2024-03-20,1232000.0,100.0,4.0,RUE NOTRE-DAME DE NAZARETH,28.0,75003.0,1,12320.0
2024-1197449,2024-03-21,400000.0,34.0,3.0,RUE VIEILLE DU TEMPLE,97.0,75003.0,1,11764.70588235294
2024-1197170,2024-03-22,385000.0,33.0,2.0,RUE SAINT MARTIN,163.0,75003.0,1,11666.666666666666
2024-1196850,2024-03-25,63000.0,10.0,1.0,RUE DE TURENNE,70.0,75003.0,1,6300.0
2024-1196975,2024-03-26,248840.0,15.0,1.0,RUE SAINT GILLES,20.0,75003.0,1,16589.333333333332
2024-1197777,2024-03-26,159000.0,15.0,1.0,RUE CHAPON,56.0,75003.0,1,10600.0
2024-1196787,2024-03-28,192000.0,19.0,2.0,RUE DE PICARDIE,14.0,75003.0,1,10105.263157894737
2024-1197486,2024-03-28,380000.0,40.0,2.0,RUE GRENETA,7.0,75003.0,1,9500.0
2024-1196558,2024-03-28,700575.0,90.0,4.0,RUE QUINCAMPOIX,99.0,75003.0,1,7784.166666666667
2024-1196871,2024-03-29,883110.0,61.0,3.0,RUE DU TEMPLE,103.0,75003.0,1,14477.213114754099
2024-1197248,2024-04-02,375000.0,13.0,1.0,RUE DU TEMPLE,94.0,75003.0,1,28846.153846153848
2024-1196812,2024-04-03,400000.0,30.0,2.0,RUE DU TEMPLE,85.0,75003.0,1,13333.333333333334
2024-1197583,2024-04-03,140000.0,19.0,2.0,RUE DES GRAVILLIERS,61.0,75003.0,1,7368.421052631579
2024-1197295,2024-04-04,164320.0,20.0,1.0,RUE CHAPON,66.0,75003.0,1,8216.0
2024-1197267,2024-04-05,730000.0,70.0,2.0,RUE DUPETIT-THOUARS,22.0,75003.0,1,10428.57142857143
2024-1197103,2024-04-05,215000.0,17.0,1.0,RUE BEAUBOURG,28.0,75003.0,1,12647.058823529413
2024-1197433,2024-04-08,710000.0,65.0,3.0,RUE DES GRAVILLIERS,30.0,75003.0,1,10923.076923076924
2024-1197999,2024-04-09,1252300.0,120.0,4.0,RUE DE TURENNE,84.0,75003.0,1,10435.833333333334
2024-1197757,2024-04-11,174340.0,16.0,1.0,RUE REAUMUR,36.0,75003.0,1,10896.25
2024-1197434,2024-04-11,267650.0,24.0,1.0,RUE NOTRE-DAME DE NAZARETH,47.0,75003.0,1,11152.083333333334
2024-1197665,2024-04-15,450000.0,27.0,2.0,RUE VIEILLE DU TEMPLE,106.0,75003.0,1,16666.666666666668
2024-1197477,2024-04-16,464640.0,32.0,2.0,RUE DU PONT AUX CHOUX,20.0,75003.0,1,14520.0
2024-1198853,2024-04-22,1392000.0,71.0,3.0,RUE DE MONTMORENCY,20.0,75003.0,1,19605.6338028169
2024-1197961,2024-04-23,56000.0,10.0,1.0,RUE DU FOREZ,6.0,75003.0,1,5600.0
2024-1198754,2024-04-25,361650.0,29.0,1.0,RUE DU VERTBOIS,22.0,75003.0,1,12470.689655172413
2024-1198400,2024-04-25,215000.0,16.0,1.0,RUE DU TEMPLE,170.0,75003.0,1,13437.5
2024-1198646,2024-04-26,225000.0,20.0,2.0,RUE DU PONT AUX CHOUX,16.0,75003.0,1,11250.0
2024-1198339,2024-04-26,218000.0,16.0,1.0,RUE CHARLOT,69.0,75003.0,1,13625.0
2024-1197962,2024-04-29,421500.0,37.0,1.0,RUE DE BRETAGNE,67.0,75003.0,1,11391.891891891892
2024-1198750,2024-04-29,207500.0,18.0,1.0,BD DE SEBASTOPOL,56.0,75003.0,1,11527.777777777777
2024-1198913,2024-04-30,108000.0,10.0,1.0,RUE DES FILLES DU CALVAIRE,16.0,75003.0,1,10800.0
2024-1198266,2024-04-30,326030.0,28.0,2.0,RUE DE TURENNE,121.0,75003.0,1,11643.92857142857
2024-1198304,2024-04-30,208300.0,16.0,1.0,RUE DU TEMPLE,170.0,75003.0,1,13018.75
2024-1199361,2024-05-02,995550.0,75.0,4.0,RUE DU PONT AUX CHOUX,11.0,75003.0,1,13274.0
2024-1198568,2024-05-06,275000.0,20.0,1.0,RUE VIEILLE DU TEMPLE,75.0,75003.0,1,13750.0
2024-1199081,2024-05-07,178500.0,25.0,1.0,RUE AU MAIRE,27.0,75003.0,1,7140.0
2024-1198598,2024-05-07,255000.0,20.0,1.0,RUE DES GRAVILLIERS,65.0,75003.0,1,12750.0
2024-1199213,2024-05-14,170000.0,28.0,2.0,RUE DU TEMPLE,170.0,75003.0,2,6071.428571428572
2024-1198757,2024-05-16,275000.0,33.0,2.0,RUE DE SAINTONGE,4.0,75003.0,1,8333.333333333334
2024-1199891,2024-05-16,301750.0,27.0,1.0,RUE DE POITOU,23.0,75003.0,1,11175.925925925925
2024-1199882,2024-05-16,2000350.0,70.0,2.0,RUE DES ARCHIVES,78.0,75003.0,1,28576.428571428572
2024-1199589,2024-05-16,509200.0,43.0,2.0,RUE DU VERTBOIS,4.0,75003.0,1,11841.860465116279
2024-1198987,2024-05-16,850000.0,76.0,4.0,RUE VIEILLE DU TEMPLE,113.0,75003.0,1,11184.21052631579
2024-1199412,2024-05-16,390000.0,37.0,2.0,RUE VOLTA,28.0,75003.0,1,10540.54054054054
2024-1199196,2024-05-17,284870.0,26.0,1.0,RUE DE LA CORDERIE,11.0,75003.0,1,10956.538461538461
2024-1199536,2024-05-21,277000.0,25.0,1.0,RUE DES ARCHIVES,86.0,75003.0,1,11080.0
2024-1199452,2024-05-24,400000.0,35.0,3.0,RUE CHARLOT,22.0,75003.0,1,11428.57142857143
2024-1200185,2024-05-24,284000.0,24.0,1.0,RUE VOLTA,52.0,75003.0,1,11833.333333333334
2024-1200170,2024-05-24,200560.0,12.0,1.0,RUE CHARLOT,55.0,75003.0,1,16713.333333333332
2024-1200149,2024-05-27,205598.0,22.0,1.0,RUE QUINCAMPOIX,72.0,75003.0,1,9345.363636363636
2024-1200201,2024-05-27,750000.0,56.0,3.0,RUE RAMBUTEAU,10.0,75003.0,1,13392.857142857143
2024-1199646,2024-05-28,185920.0,22.0,1.0,RUE AU MAIRE,21.0,75003.0,1,8450.90909090909
2024-1200753,2024-05-28,512500.0,45.0,1.0,RUE DES ARQUEBUSIERS,3.0,75003.0,1,11388.888888888889
2024-1200593,2024-05-28,363000.0,30.0,2.0,RUE CHAPON,38.0,75003.0,1,12100.0
2024-1200195,2024-05-28,400000.0,27.0,1.0,RUE CHARLOT,43.0,75003.0,1,14814.814814814816
2024-1200985,2024-05-29,580000.0,53.0,2.0,RUE BEAUBOURG,78.0,75003.0,1,10943.396226415094
2024-1199676,2024-05-30,210000.0,25.0,1.0,RUE SAINT MARTIN,163.0,75003.0,1,8400.0
2024-1199699,2024-05-31,218500.0,19.0,1.0,RUE DE PICARDIE,14.0,75003.0,1,11500.0
2024-1200157,2024-06-04,386000.0,33.0,1.0,RUE REAUMUR,38.0,75003.0,1,11696.969696969696
2024-1200520,2024-06-05,611000.0,94.0,3.0,RUE DU BOURG L ABBE,8.0,75003.0,2,6500.0
2024-1200853,2024-06-05,197000.0,24.0,1.0,RUE REAUMUR,26.0,75003.0,1,8208.333333333334
2024-1199701,2024-06-05,330000.0,32.0,1.0,RUE DUPETIT-THOUARS,22.0,75003.0,1,10312.5
2024-1199885,2024-06-06,527000.0,42.0,1.0,RUE DE TURENNE,66.0,75003.0,1,12547.619047619048
2024-1200851,2024-06-07,947200.0,60.0,2.0,RUE DES GRAVILLIERS,5.0,75003.0,1,15786.666666666666
2024-1200145,2024-06-10,515000.0,32.0,2.0,RUE DE BRETAGNE,49.0,75003.0,1,16093.75
2024-1200377,2024-06-17,801000.0,76.0,3.0,RUE NOTRE-DAME DE NAZARETH,26.0,75003.0,1,10539.473684210527
2024-1201564,2024-06-17,366829.0,40.0,3.0,RUE VIEILLE DU TEMPLE,60.0,75003.0,1,9170.725
2024-1200704,2024-06-18,192678.23,17.0,1.0,RUE VOLTA,45.0,75003.0,1,11334.013529411764
2024-1201247,2024-06-19,66500.0,12.0,1.0,RUE DU GRENIER SAINT LAZARE,6.0,75003.0,1,5541.666666666667
2024-1201562,2024-06-19,650000.0,90.0,3.0,RUE DE SAINTONGE,4.0,75003.0,1,7222.222222222223
2024-1201241,2024-06-19,730000.0,115.0,2.0,RUE RAMBUTEAU,24.0,75003.0,1,6347.826086956522
2024-1201378,2024-06-20,1442020.0,90.0,3.0,RUE DES GRAVILLIERS,24.0,75003.0,1,16022.444444444445
2024-1201563,2024-06-20,220000.0,16.0,1.0,RUE DE TURENNE,104.0,75003.0,1,13750.0
2024-1200799,2024-06-20,999865.0,77.0,3.0,RUE CHARLOT,77.0,75003.0,1,12985.25974025974
2024-1201439,2024-06-20,631000.0,55.0,2.0,RUE DE THORIGNY,6.0,75003.0,1,11472.727272727272
2024-1201504,2024-06-21,330000.0,30.0,1.0,RUE DU VERTBOIS,22.0,75003.0,1,11000.0
2024-1201495,2024-06-21,914225.0,62.0,2.0,RUE DES ARCHIVES,55.0,75003.0,1,14745.564516129032
2024-1201028,2024-06-21,253800.0,42.0,1.0,RUE AU MAIRE,23.0,75003.0,1,6042.857142857143
2024-1200880,2024-06-21,450000.0,34.0,2.0,RUE DU TEMPLE,138.0,75003.0,1,13235.29411764706
2024-1201686,2024-06-24,250000.0,21.0,1.0,RUE NOTRE-DAME DE NAZARETH,40.0,75003.0,1,11904.761904761905
2024-1202105,2024-06-25,275000.0,24.0,2.0,RUE DES VERTUS,5.0,75003.0,1,11458.333333333334
2024-1201422,2024-06-25,477000.0,41.0,2.0,RUE VIEILLE DU TEMPLE,113.0,75003.0,1,11634.146341463415
2024-1201912,2024-06-25,373000.0,31.0,2.0,RUE CAFFARELLI,8.0,75003.0,1,12032.258064516129
2024-1201177,2024-06-27,605000.0,55.0,2.0,RUE DES VERTUS,28.0,75003.0,1,11000.0
2024-1202043,2024-06-27,330050.0,36.0,2.0,RUE AUX OURS,21.0,75003.0,1,9168.055555555555
2024-1201827,2024-06-27,195000.0,20.0,2.0,RUE BEAUBOURG,91.0,75003.0,1,9750.0
2024-1202131,2024-06-28,1350000.0,95.0,3.0,RUE MESLAY,28.0,75003.0,1,14210.526315789473
2024-1201872,2024-06-28,290000.0,20.0,1.0,RUE DES ARCHIVES,73.0,75003.0,1,14500.0
2024-1201295,2024-06-28,668950.0,54.0,2.0,RUE VIEILLE DU TEMPLE,123.0,75003.0,1,12387.962962962964
2024-1202609,2024-07-01,475000.0,36.0,2.0,RUE DES FRANCS BOURGEOIS,50.0,75003.0,1,13194.444444444445
2024-1202321,2024-07-02,1110000.0,95.0,3.0,RUE DES VERTUS,25.0,75003.0,1,11684.21052631579
2024-1201976,2024-07-04,395000.0,22.0,1.0,RUE NOTRE-DAME DE NAZARETH,63.0,75003.0,1,17954.545454545456
2024-1201737,2024-07-04,380000.0,32.0,4.0,RUE CHARLOT,32.0,75003.0,1,11875.0
2024-1201749,2024-07-08,507875.0,41.0,3.0,RUE DES FILLES DU CALVAIRE,7.0,75003.0,1,12387.19512195122
2024-1201585,2024-07-08,705000.0,93.0,3.0,CITE NOEL,3.0,75003.0,1,7580.645161290323
2024-1202569,2024-07-09,170000.0,15.0,1.0,RUE DE SAINTONGE,63.0,75003.0,1,11333.333333333334
2024-1201788,2024-07-11,575000.0,50.0,2.0,RUE DE MONTMORENCY,19.0,75003.0,1,11500.0
2024-1203599,2024-07-11,1294450.0,130.0,2.0,RUE DES FILLES DU CALVAIRE,14.0,75003.0,1,9957.307692307691
2024-1202508,2024-07-12,510360.0,37.0,2.0,RUE DU VERTBOIS,66.0,75003.0,1,13793.513513513513
2024-1202797,2024-07-16,254650.0,25.0,1.0,RUE VOLTA,52.0,75003.0,1,10186.0
2024-1203132,2024-07-17,380800.0,34.0,2.0,RUE DE TURBIGO,40.0,75003.0,1,11200.0
2024-1203212,2024-07-17,273500.0,18.0,1.0,RUE CHARLOT,55.0,75003.0,1,15194.444444444445
2024-1203260,2024-07-17,262500.0,24.0,2.0,RUE NOTRE-DAME DE NAZARETH,43.0,75003.0,1,10937.5
2024-1202496,2024-07-17,881900.0,85.0,2.0,RUE AU MAIRE,51.0,75003.0,1,10375.29411764706
2024-1202934,2024-07-19,1386700.0,102.0,4.0,RUE DE TURENNE,124.0,75003.0,2,13595.098039215687
2024-1203205,2024-07-22,284000.0,24.0,1.0,RUE NOTRE-DAME DE NAZARETH,23.0,75003.0,1,11833.333333333334
2024-1203459,2024-07-24,689600.0,45.0,2.0,RUE DU PONT AUX CHOUX,13.0,75003.0,1,15324.444444444445
2024-1203738,2024-07-24,700000.0,64.0,3.0,RUE DU TEMPLE,72.0,75003.0,1,10937.5
2024-1203309,2024-07-24,240000.0,25.0,1.0,RUE NOTRE-DAME DE NAZARETH,33.0,75003.0,1,9600.0
2024-1203575,2024-07-29,112800.0,10.0,1.0,RUE NOTRE-DAME DE NAZARETH,47.0,75003.0,1,11280.0
2024-1203671,2024-07-30,1270000.0,105.0,6.0,RUE ELZEVIR,16.0,75003.0,2,12095.238095238095
2024-1203471,2024-07-31,190000.0,15.0,1.0,RUE SAINT CLAUDE,10.0,75003.0,1,12666.666666666666
2024-1203821,2024-07-31,356250.0,40.0,2.0,RUE GRENETA,7.0,75003.0,1,8906.25
2024-1203632,2024-07-31,1139000.0,90.0,2.0,RUE DES FRANCS BOURGEOIS,30.0,75003.0,1,12655.555555555555
2024-1203331,2024-08-01,100000.0,10.0,1.0,RUE DE MONTMORENCY,34.0,75003.0,1,10000.0
2024-1203308,2024-08-01,550000.0,44.0,3.0,RUE CHARLOT,63.0,75003.0,2,12500.0
2024-1203703,2024-08-07,160000.0,14.0,1.0,RUE CHARLOT,15.0,75003.0,1,11428.57142857143
2024-1204033,2024-08-12,285000.0,26.0,1.0,RUE BERANGER,19.0,75003.0,1,10961.538461538461
2024-1204102,2024-08-22,269500.0,38.0,3.0,RUE DE BEARN,15.0,75003.0,1,7092.105263157895
2024-1204543,2024-08-23,410500.0,33.0,2.0,RUE DE PICARDIE,11.0,75003.0,1,12439.39393939394
2024-1203992,2024-08-26,1223650.0,78.0,3.0,RUE SAINT MARTIN,204.0,75003.0,1,15687.820512820514
2024-1204010,2024-08-27,125000.0,13.0,1.0,RUE AU MAIRE,57.0,75003.0,1,9615.384615384615
2024-1204181,2024-08-27,407450.0,40.0,2.0,RUE SAINT MARTIN,318.0,75003.0,1,10186.25
2024-1204781,2024-08-27,491690.0,46.0,2.0,RUE DE SAINTONGE,22.0,75003.0,1,10688.91304347826
2024-1205008,2024-08-30,435000.0,36.0,2.0,RUE CHARLOT,58.0,75003.0,1,12083.333333333334
2024-1204373,2024-08-30,460000.0,60.0,3.0,RUE NOTRE-DAME DE NAZARETH,68.0,75003.0,1,7666.666666666667
2024-1204416,2024-09-02,925000.0,82.0,3.0,CITE DUPETIT-THOUARS,4.0,75003.0,1,11280.487804878048
2024-1204441,2024-09-02,420000.0,40.0,2.0,RUE DU GRENIER SAINT LAZARE,6.0,75003.0,1,10500.0
2024-1204320,2024-09-03,286465.0,33.0,1.0,RUE SAINT MARTIN,175.0,75003.0,1,8680.757575757576
2024-1205465,2024-09-03,150000.0,13.0,1.0,RUE COMMINES,12.0,75003.0,1,11538.461538461539
2024-1204755,2024-09-04,761654.0,75.0,2.0,RUE DU GRENIER SAINT LAZARE,16.0,75003.0,1,10155.386666666667
2024-1204391,2024-09-06,820000.0,70.0,3.0,RUE DES ARCHIVES,80.0,75003.0,1,11714.285714285714
2024-1204758,2024-09-09,1220000.0,80.0,4.0,RUE DE BRETAGNE,65.0,75003.0,2,15250.0
2024-1204976,2024-09-09,290000.0,23.0,1.0,RUE SAINTE APOLLINE,9.0,75003.0,1,12608.695652173914
2024-1205224,2024-09-09,305000.0,28.0,1.0,RUE DE SAINTONGE,52.0,75003.0,1,10892.857142857143
2024-1205504,2024-09-10,200000.0,26.0,1.0,RUE SAINT MARTIN,147.0,75003.0,1,7692.307692307692
2024-1204893,2024-09-10,128788.0,9.0,1.0,RUE DES GRAVILLIERS,39.0,75003.0,1,14309.777777777777
2024-1204779,2024-09-11,327300.0,30.0,2.0,RUE NOTRE-DAME DE NAZARETH,58.0,75003.0,1,10910.0
2024-1204508,2024-09-11,280000.0,22.0,1.0,RUE COMMINES,13.0,75003.0,1,12727.272727272728
2024-1205487,2024-09-11,200000.0,23.0,1.0,RUE DES FONTAINES DU TEMPLE,23.0,75003.0,1,8695.652173913044
2024-1205096,2024-09-11,238000.0,20.0,1.0,RUE DU GRENIER SAINT LAZARE,20.0,75003.0,1,11900.0
2024-1205106,2024-09-12,80000.0,9.0,1.0,RUE DUPETIT-THOUARS,16.0,75003.0,1,8888.888888888889
2024-1205198,2024-09-16,315000.0,28.0,1.0,RUE DE BRAQUE,9.0,75003.0,1,11250.0
2024-1205852,2024-09-17,320000.0,32.0,2.0,RUE CHAPON,38.0,75003.0,1,10000.0
2024-1205612,2024-09-18,257000.0,29.0,2.0,RUE NOTRE-DAME DE NAZARETH,12.0,75003.0,1,8862.068965517241
2024-1205348,2024-09-18,285715.0,26.0,2.0,RUE PASTOURELLE,22.0,75003.0,2,10989.038461538461
2024-1204817,2024-09-18,484890.0,40.0,2.0,RUE DE PICARDIE,22.0,75003.0,1,12122.25
2024-1205380,2024-09-19,140000.0,25.0,1.0,RUE GRENETA,7.0,75003.0,1,5600.0
2024-1206194,2024-09-23,405120.0,34.0,2.0,RUE DES GRAVILLIERS,82.0,75003.0,1,11915.29411764706
2024-1205375,2024-09-24,334200.0,22.0,1.0,RUE DU FOIN,6.0,75003.0,1,15190.90909090909
2024-1205484,2024-09-26,200000.0,14.0,1.0,RUE DES FONTAINES DU TEMPLE,7.0,75003.0,1,14285.714285714286
2024-1205446,2024-09-26,420000.0,55.0,2.0,RUE DE TURENNE,73.0,75003.0,1,7636.363636363636
2024-1206135,2024-09-27,1100000.0,116.0,6.0,RUE DE SAINTONGE,4.0,75003.0,2,9482.758620689656
2024-1206211,2024-09-27,400000.0,46.0,1.0,RUE DU TEMPLE,94.0,75003.0,1,8695.652173913044
2024-1205826,2024-09-30,334906.0,35.0,2.0,RUE VOLTA,37.0,75003.0,1,9568.742857142857
2024-1206396,2024-09-30,350000.0,34.0,1.0,RUE DE LA CORDERIE,18.0,75003.0,1,10294.117647058823
2024-1206040,2024-10-01,165000.0,15.0,1.0,RUE VOLTA,6.0,75003.0,1,11000.0
2024-1206734,2024-10-02,185000.0,22.0,1.0,RUE GRENETA,11.0,75003.0,1,8409.09090909091
2024-1206047,2024-10-03,450000.0,44.0,2.0,RUE VOLTA,1.0,75003.0,1,10227.272727272728
2024-1206948,2024-10-04,370000.0,36.0,2.0,RUE DEBELLEYME,18.0,75003.0,1,10277.777777777777
2024-1207287,2024-10-04,205000.0,16.0,1.0,RUE DU VERTBOIS,64.0,75003.0,1,12812.5
2024-1206356,2024-10-08,247600.0,27.0,1.0,RUE CHARLES-FRANCOIS DUPUIS,6.0,75003.0,1,9170.37037037037
2024-1206365,2024-10-09,414700.0,26.0,2.0,RUE MADAME DE SEVIGNE,44.0,75003.0,1,15950.0
2024-1206161,2024-10-09,169100.0,18.0,1.0,RUE DE TURENNE,134.0,75003.0,1,9394.444444444445
2024-1206535,2024-10-10,840000.0,57.0,2.0,RUE DES GRAVILLIERS,12.0,75003.0,1,14736.842105263158
2024-1206656,2024-10-10,158620.0,15.0,1.0,RUE DES FONTAINES DU TEMPLE,23.0,75003.0,1,10574.666666666666
2024-1206536,2024-10-11,380000.0,32.0,1.0,RUE VOLTA,39.0,75003.0,1,11875.0
2024-1206590,2024-10-14,563000.0,45.0,2.0,RUE VOLTA,39.0,75003.0,1,12511.111111111111
2024-1206640,2024-10-14,375000.0,28.0,1.0,RUE SAINT CLAUDE,10.0,75003.0,1,13392.857142857143
2024-1206672,2024-10-14,209330.0,15.0,2.0,RUE DES ARCHIVES,80.0,75003.0,1,13955.333333333334
2024-1206583,2024-10-15,446300.0,41.0,2.0,RUE VOLTA,1.0,75003.0,1,10885.365853658537
2024-1207474,2024-10-16,725000.0,51.0,3.0,RUE DU ROI DORE,6.0,75003.0,2,14215.686274509804
2024-1207243,2024-10-16,708000.0,60.0,5.0,RUE DU TEMPLE,134.0,75003.0,1,11800.0
2024-1207364,2024-10-16,280000.0,25.0,2.0,RUE DE MONTMORENCY,44.0,75003.0,1,11200.0
2024-1207597,2024-10-17,1386550.0,136.0,5.0,RUE MESLAY,13.0,75003.0,1,10195.220588235294
2024-1206940,2024-10-18,255000.0,19.0,1.0,RUE DE PICARDIE,16.0,75003.0,1,13421.052631578947
2024-1207460,2024-10-21,305000.0,28.0,1.0,RUE DU VERTBOIS,4.0,75003.0,1,10892.857142857143
2024-1207674,2024-10-21,252000.0,30.0,2.0,RUE CHAPON,56.0,75003.0,1,8400.0
2024-1207081,2024-10-22,210000.0,23.0,1.0,RUE PASTOURELLE,16.0,75003.0,1,9130.434782608696
2024-1206986,2024-10-22,232950.0,20.0,1.0,RUE DE MONTMORENCY,38.0,75003.0,1,11647.5
2024-1207075,2024-10-24,1340000.0,140.0,5.0,RUE SAINT MARTIN,359.0,75003.0,1,9571.42857142857
2024-1207796,2024-10-28,527750.0,40.0,2.0,RUE DES FONTAINES DU TEMPLE,13.0,75003.0,1,13193.75
2024-1207667,2024-10-28,429100.0,34.0,2.0,RUE AUX OURS,1.0,75003.0,1,12620.588235294117
2024-1207226,2024-10-29,300000.0,29.0,2.0,RUE MESLAY,19.0,75003.0,1,10344.827586206897
2024-1207480,2024-10-29,120000.0,22.0,1.0,RUE SAINT MARTIN,163.0,75003.0,1,5454.545454545455
2024-1208191,2024-10-30,746100.0,51.0,2.0,RUE PASTOURELLE,35.0,75003.0,1,14629.411764705883
2024-1207254,2024-10-30,800000.0,64.0,2.0,RUE MICHEL LE COMTE,23.0,75003.0,1,12500.0
2024-1207247,2024-10-30,384000.0,43.0,2.0,RUE DU TEMPLE,138.0,75003.0,1,8930.232558139534
2024-1208144,2024-10-31,505000.0,42.0,1.0,RUE DE TURENNE,53.0,75003.0,1,12023.809523809523
2024-1207958,2024-11-04,235850.0,21.0,3.0,RUE DE BRETAGNE,69.0,75003.0,3,11230.952380952382
2024-1208531,2024-11-07,275000.0,55.0,2.0,RUE DE SAINTONGE,43.0,75003.0,1,5000.0
2024-1208166,2024-11-07,443000.0,24.0,1.0,RUE VOLTA,37.0,75003.0,1,18458.333333333332
2024-1207703,2024-11-07,467000.0,25.0,1.0,RUE DES TOURNELLES,31.0,75003.0,1,18680.0
2024-1208092,2024-11-07,370000.0,29.0,2.0,RUE DE TURENNE,117.0,75003.0,1,12758.620689655172
2024-1208498,2024-11-08,125000.0,12.0,1.0,RUE NOTRE-DAME DE NAZARETH,34.0,75003.0,1,10416.666666666666
2024-1207984,2024-11-15,395000.0,40.0,3.0,RUE PASTOURELLE,46.0,75003.0,1,9875.0
2024-1208488,2024-11-15,150000.0,17.0,1.0,RUE AU MAIRE,27.0,75003.0,1,8823.529411764706
2024-1208407,2024-11-15,1275000.0,80.0,3.0,RUE VIEILLE DU TEMPLE,121.0,75003.0,1,15937.5
2024-1208567,2024-11-15,779000.0,60.0,3.0,RUE DES ARCHIVES,86.0,75003.0,1,12983.333333333334
2024-1208164,2024-11-19,80000.0,9.0,1.0,RUE DE TURENNE,111.0,75003.0,1,8888.888888888889
2024-1208471,2024-11-20,1118700.0,88.0,4.0,RUE NOTRE-DAME DE NAZARETH,9.0,75003.0,2,12712.5
2024-1208468,2024-11-20,220000.0,18.0,1.0,RUE SAINT GILLES,11.0,75003.0,1,12222.222222222223
2024-1208175,2024-11-21,147000.0,16.0,1.0,RUE DE TURENNE,45.0,75003.0,1,9187.5
2024-1209696,2024-11-27,338490.0,35.0,2.0,RUE NOTRE-DAME DE NAZARETH,43.0,75003.0,1,9671.142857142857
2024-1208926,2024-11-27,4900000.0,180.0,3.0,RUE VIEILLE DU TEMPLE,121.0,75003.0,1,27222.222222222223
2024-1208475,2024-11-28,318280.0,24.0,1.0,RUE DU TEMPLE,167.0,75003.0,1,13261.666666666666
2024-1208370,2024-11-29,677831.0,56.0,2.0,RUE SAINT MARTIN,339.0,75003.0,1,12104.125
2024-1208563,2024-11-29,365385.0,24.0,2.0,RUE DE SAINTONGE,45.0,75003.0,1,15224.375
