id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-1292999,2025-01-02,000001,Vente,1400000,1,,RUE PAUL SEJOURNE,7178,75006,75106,Paris 6e Arrondissement,75,,,75106000AR0086,,,17,89.2,,,,,,,,,1,3,Dépendance,,0,,,,,,2.332268,48.841695
2025-1292999,2025-01-02,000001,Vente,1400000,1,,RUE PAUL SEJOURNE,7178,75006,75106,Paris 6e Arrondissement,75,,,75106000AR0086,,,17,89.2,,,,,,,,,1,2,Appartement,79,4,,,,,,2.332268,48.841695
2025-1293010,2025-01-07,000001,Vente,317619,75,,RUE DU CHERCHE-MIDI,1978,75006,75106,Paris 6e Arrondissement,75,,,75106000AY0020,,,24,,6,,,,,,,,2,2,Appartement,19,2,,,,,,2.323681,48.847683
2025-1293084,2025-01-09,000001,Vente,540000,93,,RUE DE VAUGIRARD,9624,75006,75106,Paris 6e Arrondissement,75,,,75106000AX0073,,,38,37.43,,,,,,,,,1,2,Appartement,45,1,,,,,,2.322775,48.845525
2025-1293091,2025-01-14,000001,Vente,715000,42,,RUE DU DRAGON,2925,75006,75106,Paris 6e Arrondissement,75,,,75106000BI0020,,,33,40.02,78,,,,,,,,2,3,Dépendance,,0,,,,,,2.329987,48.852613
2025-1293091,2025-01-14,000001,Vente,715000,42,,RUE DU DRAGON,2925,75006,75106,Paris 6e Arrondissement,75,,,75106000BI0020,,,33,40.02,78,,,,,,,,2,2,Appartement,41,2,,,,,,2.329987,48.852613
2025-1293103,2025-01-07,000001,Vente,1500000,10,,RUE HUYSMANS,4686,75006,75106,Paris 6e Arrondissement,75,,,75106000AV0084,,,1,,30,,,,,,,,2,3,Dépendance,,0,,,,,,2.328975,48.845956
2025-1293103,2025-01-07,000001,Vente,1500000,10,,RUE HUYSMANS,4686,75006,75106,Paris 6e Arrondissement,75,,,75106000AV0084,,,2,,29,,31,,,,,,3,3,Dépendance,,0,,,,,,2.328975,48.845956
2025-1293103,2025-01-07,000001,Vente,1500000,10,,RUE HUYSMANS,4686,75006,75106,Paris 6e Arrondissement,75,,,75106000AV0084,,,2,,29,,31,,,,,,3,2,Appartement,29,2,,,,,,2.328975,48.845956
2025-1293103,2025-01-07,000001,Vente,1500000,10,,RUE HUYSMANS,4686,75006,75106,Paris 6e Arrondissement,75,,,75106000AV0084,,,1,,30,,,,,,,,2,2,Appartement,66,2,,,,,,2.328975,48.845956
2025-1293117,2025-01-08,000001,Vente,5850000,39,,BD DU MONTPARNASSE,6522,75006,75106,Paris 6e Arrondissement,75,,,75106000AX0010,,,,,,,,,,,,,0,2,Appartement,87,4,S,sols,,,136,2.321418,48.844987
2025-1293117,2025-01-08,000001,Vente,5850000,39,,BD DU MONTPARNASSE,6522,75006,75106,Paris 6e Arrondissement,75,,,75106000AX0010,,,,,,,,,,,,,0,2,Appartement,87,4,S,sols,,,136,2.321418,48.844987
2025-1293117,2025-01-08,000001,Vente,5850000,39,,BD DU MONTPARNASSE,6522,75006,75106,Paris 6e Arrondissement,75,,,75106000AX0010,,,,,,,,,,,,,0,2,Appartement,82,4,S,sols,,,136,2.321418,48.844987
2025-1293117,2025-01-08,000001,Vente,5850000,39,,BD DU MONTPARNASSE,6522,75006,75106,Paris 6e Arrondissement,75,,,75106000AX0010,,,,,,,,,,,,,0,2,Appartement,87,4,S,sols,,,136,2.321418,48.844987
2025-1293117,2025-01-08,000001,Vente,5850000,39,,BD DU MONTPARNASSE,6522,75006,75106,Paris 6e Arrondissement,75,,,75106000AX0010,,,,,,,,,,,,,0,2,Appartement,80,4,S,sols,,,136,2.321418,48.844987
2025-1293117,2025-01-08,000001,Vente,5850000,39,,BD DU MONTPARNASSE,6522,75006,75106,Paris 6e Arrondissement,75,,,75106000AX0010,,,,,,,,,,,,,0,2,Appartement,50,3,S,sols,,,136,2.321418,48.844987
2025-1293117,2025-01-08,000001,Vente,5850000,39,,BD DU MONTPARNASSE,6522,75006,75106,Paris 6e Arrondissement,75,,,75106000AX0010,,,,,,,,,,,,,0,2,Appartement,66,3,S,sols,,,136,2.321418,48.844987
2025-1293117,2025-01-08,000001,Vente,5850000,39,,BD DU MONTPARNASSE,6522,75006,75106,Paris 6e Arrondissement,75,,,75106000AX0010,,,,,,,,,,,,,0,2,Appartement,21,1,S,sols,,,136,2.321418,48.844987
2025-1293117,2025-01-08,000001,Vente,5850000,39,,BD DU MONTPARNASSE,6522,75006,75106,Paris 6e Arrondissement,75,,,75106000AX0010,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,136,2.321418,48.844987
2025-1293117,2025-01-08,000001,Vente,5850000,39,,BD DU MONTPARNASSE,6522,75006,75106,Paris 6e Arrondissement,75,,,75106000AX0010,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,136,2.321418,48.844987
2025-1293117,2025-01-08,000001,Vente,5850000,39,,BD DU MONTPARNASSE,6522,75006,75106,Paris 6e Arrondissement,75,,,75106000AX0010,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,136,2.321418,48.844987
2025-1293117,2025-01-08,000001,Vente,5850000,39,,BD DU MONTPARNASSE,6522,75006,75106,Paris 6e Arrondissement,75,,,75106000AX0010,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,136,2.321418,48.844987
2025-1293117,2025-01-08,000001,Vente,5850000,39,,BD DU MONTPARNASSE,6522,75006,75106,Paris 6e Arrondissement,75,,,75106000AX0010,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,136,2.321418,48.844987
2025-1293117,2025-01-08,000001,Vente,5850000,39,,BD DU MONTPARNASSE,6522,75006,75106,Paris 6e Arrondissement,75,,,75106000AX0010,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,136,2.321418,48.844987
2025-1293117,2025-01-08,000001,Vente,5850000,39,,BD DU MONTPARNASSE,6522,75006,75106,Paris 6e Arrondissement,75,,,75106000AX0010,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,124,0,S,sols,,,136,2.321418,48.844987
2025-1293134,2025-01-08,000001,Vente,450000,33,,RUE SAINT PLACIDE,8735,75006,75106,Paris 6e Arrondissement,75,,,75106000BF0039,,,14,,31,,,,,,,,2,3,Dépendance,,0,,,,,,2.325921,48.848651
2025-1293134,2025-01-08,000001,Vente,450000,33,,RUE SAINT PLACIDE,8735,75006,75106,Paris 6e Arrondissement,75,,,75106000BF0039,,,14,,31,,,,,,,,2,2,Appartement,31,3,,,,,,2.325921,48.848651
2025-1293184,2025-01-09,000001,Vente,1260000,38,,RUE DU DRAGON,2925,75006,75106,Paris 6e Arrondissement,75,,,75106000BI0022,,,121,74.04,122,,126,,127,,128,,9,2,Appartement,80,2,,,,,,2.330076,48.852827
2025-1293184,2025-01-09,000001,Vente,1260000,38,,RUE DU DRAGON,2925,75006,75106,Paris 6e Arrondissement,75,,,75106000BI0022,,,121,74.04,122,,126,,127,,128,,9,3,Dépendance,,0,,,,,,2.330076,48.852827
2025-1293188,2025-01-10,000001,Vente,325000,119,B,RUE NOTRE-DAME DES CHAMPS,6838,75006,75106,Paris 6e Arrondissement,75,,,75106000AR0049,,,13,24.5,26,,30,,,,,,3,2,Appartement,28,2,,,,,,2.335126,48.840729
2025-1293188,2025-01-10,000001,Vente,325000,119,B,RUE NOTRE-DAME DES CHAMPS,6838,75006,75106,Paris 6e Arrondissement,75,,,75106000AR0049,,,13,24.5,26,,30,,,,,,3,3,Dépendance,,0,,,,,,2.335126,48.840729
2025-1293192,2025-01-16,000001,Vente,6800000,6,B,RUE DE L ABBAYE,0002,75006,75106,Paris 6e Arrondissement,75,,,75106000BK0058,,,15,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.335286,48.854296
2025-1293192,2025-01-16,000001,Vente,6800000,6,B,RUE DE L ABBAYE,0002,75006,75106,Paris 6e Arrondissement,75,,,75106000BK0058,,,27,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.335286,48.854296
2025-1293192,2025-01-16,000001,Vente,6800000,6,B,RUE DE L ABBAYE,0002,75006,75106,Paris 6e Arrondissement,75,,,75106000BK0058,,,11,168.28,12,,17,,36,,,,4,2,Appartement,170,6,,,,,,2.335286,48.854296
2025-1293192,2025-01-16,000001,Vente,6800000,6,B,RUE DE L ABBAYE,0002,75006,75106,Paris 6e Arrondissement,75,,,75106000BK0058,,,11,168.28,12,,17,,36,,,,4,3,Dépendance,,0,,,,,,2.335286,48.854296
