id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2024-1210534,2024-01-02,000001,Vente,165000,2,,RUE DU COLONEL COMBES,2201,75007,75107,Paris 7e Arrondissement,75,,,75107000CM0006,,,8,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.306328,48.861814
2024-1210534,2024-01-02,000001,Vente,165000,2,,RUE DU COLONEL COMBES,2201,75007,75107,Paris 7e Arrondissement,75,,,75107000CM0006,,,9,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.306328,48.861814
2024-1210535,2024-01-08,000001,Vente,700000,16,,BD DES INVALIDES,4726,75007,75107,Paris 7e Arrondissement,75,,,75107000BL0045,,,18,32.48,,,,,,,,,1,2,Appartement,53,2,,,,,,2.314037,48.852968
2024-1210536,2024-01-05,000001,Vente,1265000,139,,AV DE SUFFREN,9114,75007,75107,Paris 7e Arrondissement,75,,,75107000BO0026,,,104,109.8,,,,,,,,,1,2,Appartement,109,5,,,,,,2.307288,48.84764
2024-1210536,2024-01-05,000001,Vente,1265000,139,,AV DE SUFFREN,9114,75007,75107,Paris 7e Arrondissement,75,,,75107000BO0026,,,118,,,,,,,,,,1,2,Appartement,13,1,,,,,,2.307288,48.84764
2024-1210536,2024-01-05,000001,Vente,1265000,139,,AV DE SUFFREN,9114,75007,75107,Paris 7e Arrondissement,75,,,75107000BO0026,,,139,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,105,0,,,,,,2.307288,48.84764
2024-1210546,2024-01-08,000001,Vente,1069200,24,,RUE DUROC,3045,75007,75107,Paris 7e Arrondissement,75,,,75107000BJ0009,,,207,,242,,,,,,,,2,3,Dépendance,,0,,,,,,2.312431,48.847749
2024-1210546,2024-01-08,000001,Vente,1069200,24,,RUE DUROC,3045,75007,75107,Paris 7e Arrondissement,75,,,75107000BJ0009,,,207,,242,,,,,,,,2,2,Appartement,88,4,,,,,,2.312431,48.847749
2024-1210552,2024-01-09,000001,Vente,175000,42,,RUE DU BAC,0620,75007,75107,Paris 7e Arrondissement,75,,,75107000AN0028,,,19,12.88,,,,,,,,,1,2,Appartement,14,1,,,,,,2.326685,48.856951
2024-1210553,2024-01-08,000001,Vente,562000,4,,RUE DE LA CHAISE,1682,75007,75107,Paris 7e Arrondissement,75,,,75107000AE0055,,,3,,,,,,,,,,1,2,Appartement,46,2,,,,,,2.327188,48.853743
2024-1210554,2024-01-04,000001,Vente,345000,163,,RUE DE GRENELLE,4314,75007,75107,Paris 7e Arrondissement,75,,,75107000BY0045,,,45,,,,,,,,,,1,2,Appartement,31,1,,,,,,2.306284,48.857558
2024-1210560,2024-01-08,000001,Vente,137605,76,,AV DE LA BOURDONNAIS,5202,75007,75107,Paris 7e Arrondissement,75,,,75107000BV0025,,,28,12.07,,,,,,,,,1,3,Dépendance,,0,,,,,,2.304232,48.854709
2024-1210566,2024-01-09,000001,Vente,1060000,46,,RUE DE L UNIVERSITE,9527,75007,75107,Paris 7e Arrondissement,75,,,75107000AN0065,,,6,56.69,,,,,,,,,1,2,Appartement,44,3,,,,,,2.327784,48.857935
2024-1210631,2024-01-12,000001,Vente,26200,4,,RUE DE CHANALEILLES,1737,75007,75107,Paris 7e Arrondissement,75,,,75107000BD0013,,,232,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.318311,48.853383
2024-1210655,2024-01-08,000001,Vente,1600000,50,,RUE DE VERNEUIL,9691,75007,75107,Paris 7e Arrondissement,75,,,75107000AO0012,,,100,88.65,101,,401,,,,,,3,4,Local industriel. commercial ou assimilé,88,0,,,,,,2.327734,48.858656
2024-1210683,2024-01-04,000001,Vente,625000,5,,RUE DE CHANALEILLES,1737,75007,75107,Paris 7e Arrondissement,75,,,75107000BE0027,,,3,,7,,,,,,,,2,2,Appartement,43,3,,,,,,2.318732,48.852955
2024-1210701,2024-01-08,000001,Vente,1233045.9,2,,RUE DU COLONEL COMBES,2201,75007,75107,Paris 7e Arrondissement,75,,,75107000CM0006,,,24,82.41,25,,,,,,,,2,2,Appartement,85,3,,,,,,2.306328,48.861814
2024-1210701,2024-01-08,000001,Vente,1233045.9,2,,RUE DU COLONEL COMBES,2201,75007,75107,Paris 7e Arrondissement,75,,,75107000CM0006,,,24,82.41,25,,,,,,,,2,3,Dépendance,,0,,,,,,2.306328,48.861814
