id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-1273245,2025-01-03,000002,Vente,199000,199,,RUE SAINT-DENIS,8525,75002,75102,Paris 2e Arrondissement,75,,,75102000AM0050,,,58,,59,,60,,,,,,3,3,Dépendance,,0,,,,,,2.350629,48.866376
2025-1273245,2025-01-03,000002,Vente,199000,199,,RUE SAINT-DENIS,8525,75002,75102,Paris 2e Arrondissement,75,,,75102000AM0050,,,58,,59,,60,,,,,,3,2,Appartement,117,5,,,,,,2.350629,48.866376
2025-1273245,2025-01-03,000002,Vente,199000,199,,RUE SAINT-DENIS,8525,75002,75102,Paris 2e Arrondissement,75,,,75102000AM0050,,,58,,59,,60,,,,,,3,3,Dépendance,,0,,,,,,2.350629,48.866376
2025-1273245,2025-01-03,000002,Vente,199000,199,,RUE SAINT-DENIS,8525,75002,75102,Paris 2e Arrondissement,75,,,75102000AM0050,,,58,,59,,60,,,,,,3,3,Dépendance,,0,,,,,,2.350629,48.866376
2025-1273245,2025-01-03,000002,Vente,199000,199,,RUE SAINT-DENIS,8525,75002,75102,Paris 2e Arrondissement,75,,,75102000AM0050,,,68,,,,,,,,,,1,2,Appartement,16,1,,,,,,2.350629,48.866376
2025-1273260,2025-01-07,000001,Vente,270000,21,,RUE DES PETITS CARREAUX,7346,75002,75102,Paris 2e Arrondissement,75,,,75102000AJ0080,,,26,24,,,,,,,,,1,2,Appartement,22,1,,,,,,2.346876,48.867175
2025-1273385,2025-01-08,000001,Vente,441000,38,,RUE GRENETA,4318,75002,75102,Paris 2e Arrondissement,75,,,75102000AM0120,,,14,,45,37.39,,,,,,,2,4,Local industriel. commercial ou assimilé,49,0,,,,,,2.349035,48.865453
2025-1273453,2025-01-16,000001,Vente,516600,3,,RUE D AMBOISE,0260,75002,75102,Paris 2e Arrondissement,75,,,75102000AG0037,,,29,,41,43.65,,,,,,,2,2,Appartement,43,2,,,,,,2.339043,48.870881
2025-1273453,2025-01-16,000001,Vente,516600,3,,RUE D AMBOISE,0260,75002,75102,Paris 2e Arrondissement,75,,,75102000AG0037,,,29,,41,43.65,,,,,,,2,3,Dépendance,,0,,,,,,2.339043,48.870881
2025-1273468,2025-01-09,000001,Vente,300000,169,,RUE MONTMARTRE,6513,75002,75102,Paris 2e Arrondissement,75,,,75102000AG0094,,,23,,29,,,,,,,,2,2,Appartement,26,2,,,,,,2.342781,48.871288
